iter	Logloss
170	0.5098052142
171	0.5087349082
172	0.5076674195
173	0.5066027405
174	0.5055408635
175	0.5049281512
176	0.5038706807
177	0.5028159926
178	0.5017640792
179	0.5008373054
180	0.4997905973
181	0.4987466421
182	0.4977054324
183	0.4966669606
184	0.4956312191
185	0.4948721752
186	0.4939944291
187	0.4929657133
188	0.4923748856
189	0.4913504266
190	0.4903286596
191	0.4896456787
192	0.4891875993
193	0.4884097631
194	0.4873957232
195	0.4867494341
196	0.4857397549
197	0.4850961763
198	0.4840908382
199	0.4830881395
200	0.4823549566
201	0.4815060262
202	0.4808706017
203	0.4798763557
204	0.4788847186
205	0.4781915038
206	0.4774679494
207	0.4764826306
208	0.4759187745
209	0.47541773
210	0.474699823
211	0.4739296684
212	0.472953629
213	0.4722099414
214	0.4715605599
215	0.4705907318
216	0.4699750673
217	0.4691544229
218	0.4683357049
219	0.4673743261
220	0.4664154653
221	0.4658079349
222	0.4648531762
223	0.4639009172
224	0.4632370634
225	0.4622890347
226	0.4617494309
227	0.4610596096
228	0.4603712203
229	0.4601962756
230	0.4593977555
231	0.4585707181
232	0.4578869691
233	0.4571748447
234	0.4563515391
235	0.4555620369
236	0.4546340852
237	0.4537085587
238	0.4527854506
239	0.4518647541
240	0.4510558682
241	0.4501396897
242	0.4495303825
243	0.448952318
244	0.4480416318
245	0.4471333227
246	0.4463648977
247	0.4455982669
248	0.444696333
249	0.4437967518
250	0.4428995166
251	0.4420046209
252	0.4411120581
253	0.4403282149
254	0.4396520325
255	0.4387656017
256	0.4378814801
257	0.4374917447
258	0.4366109408
259	0.4359214636
260	0.4350447482
261	0.4343800789
262	0.4335073762
263	0.4328728493
264	0.4321924843
265	0.4314296424
266	0.4305646156
267	0.429701838
268	0.4288413034
269	0.4280848856
270	0.427228553
271	0.4263744453
272	0.4259463474
273	0.4250955705
274	0.4243479194
275	0.4237053998
276	0.4237053996
277	0.4228604414
278	0.4222761905
279	0.4215639157
280	0.4210904818
281	0.4204338633
282	0.4199622704
283	0.4194079295
284	0.4186749659
285	0.4178430577
286	0.4173749424
287	0.416646548
288	0.4158198972
289	0.4153015283
290	0.415242822
291	0.4144198065
292	0.4138778516
293	0.4134168019
294	0.4128234027
295	0.4120066524
296	0.4111920156
297	0.4105048514
298	0.4096940994
299	0.4090101662
300	0.4083009921
301	0.4074959382
302	0.4066929647
303	0.4058920658
304	0.4050932356
305	0.4043933336
306	0.4037919485
307	0.4030951452
308	0.4024261321
309	0.4018288546
310	0.401309899
311	0.4007404624
312	0.4002494038
313	0.3994651382
314	0.3988992324
315	0.3983344745
316	0.3976761342
317	0.3973380634
318	0.3966562064
319	0.3958812001
320	0.3953979532
321	0.3948151017
322	0.3940448361
323	0.393396016
324	0.3926294017
325	0.3919580164
326	0.3911951004
327	0.3904341457
328	0.3898861126
329	0.3895578827
330	0.3888011353
331	0.3883037039
332	0.3877602632
333	0.3870081327
334	0.3862579329
335	0.3856016533
336	0.3849448044
337	0.3841998984
338	0.3835483114
339	0.3830136545
340	0.3824801181
341	0.3818570852
342	0.3811200947
343	0.3806152508
344	0.3798814409
345	0.3793300758
346	0.3788508907
347	0.3783253969
348	0.3778010063
349	0.3771620547
350	0.3766386112
351	0.3759149771
352	0.3751931929
353	0.3751931926
354	0.3751421518
355	0.3746944087
356	0.3741770881
357	0.3736371938
358	0.3730979993
359	0.3723834124
360	0.3716706495
361	0.3709597057
362	0.3704495668
363	0.369741738
364	0.3693043239
365	0.3685994156
366	0.368093964
367	0.3674792211
368	0.366975951
369	0.3663616943
370	0.3657508804
371	0.3650550245
372	0.3644705391
373	0.3637779411
374	0.3631726447
375	0.3624833477
376	0.3617958029
377	0.3613483422
378	0.3608169755
379	0.3601336656
380	0.3597572993
381	0.3592693009
382	0.3585899216
383	0.3579965178
384	0.3573203681
385	0.3568803804
386	0.3562070616
387	0.3555354496
388	0.3549473976
389	0.354278977
390	0.3536122493
391	0.3529472095
392	0.3523669275
393	0.3518926625
394	0.3512319745
395	0.3507363273
396	0.3500785634
397	0.3496482616
398	0.3490754705
399	0.3484219031
400	0.3480196457
401	0.3474501579
402	0.3468006944
403	0.346312018
404	0.3456654256
405	0.345020464
406	0.3443771284
407	0.3437354143
408	0.3433200261
409	0.3426809758
410	0.3421239048
411	0.3416691934
412	0.3411124323
413	0.3404789393
414	0.3398470396
415	0.3395005833
416	0.3391557116
417	0.3385271396
418	0.337900147
419	0.3372747293
420	0.3367508109
421	0.3363680914
422	0.335846158
423	0.3352258959
424	0.3348863619
425	0.3342685072
426	0.3336522013
427	0.3331929208
428	0.3325793109
429	0.3322435781
430	0.3316323457
431	0.3310226435
432	0.3304144669
433	0.3298078116
434	0.3292794986
435	0.3287519552
436	0.3281494565
437	0.3277198051
438	0.3271198843
439	0.326793652
440	0.3264079935
441	0.3258113486
442	0.3254479274
443	0.3248536777
444	0.3242609097
445	0.3236696192
446	0.3231546205
447	0.3226611079
448	0.3221690585
449	0.3217322457
450	0.3212417848
451	0.3206580122
452	0.3203193862
453	0.3198702671
454	0.3192899054
455	0.3188783359
456	0.318300439
457	0.3178546463
458	0.3172792911
459	0.3169095247
460	0.3165962721
461	0.3160240398
462	0.3154532265
463	0.314954808
464	0.3145284769
465	0.3139613694
466	0.3133956662
467	0.3128313636
468	0.3122684575
469	0.3117069439
470	0.3117069435
471	0.3111468185
472	0.3105880781
473	0.3100307184
474	0.3095461873
475	0.3089914011
476	0.3084379844
477	0.3078859332
478	0.3074057723
479	0.3071087425
480	0.3066302997
481	0.3062784513
482	0.3059469598
483	0.3054901627
484	0.3049453787
485	0.3044019357
486	0.3040731878
487	0.3035318911
488	0.3030802469
489	0.3026802426
490	0.302142371
491	0.3017441979
492	0.3012086263
493	0.3006743696
494	0.300141424
495	0.2998874323
496	0.2994250865
497	0.2991375877
498	0.2986768947
499	0.2981488474
500	0.297844328
501	0.2973865096
502	0.2970154281
503	0.296559108
504	0.2961040892
505	0.2957352312
506	0.2954537164
507	0.2951049276
508	0.2947384888
509	0.294220079
510	0.2939737855
511	0.2934572434
512	0.2929419622
513	0.2924943328
514	0.2919814009
515	0.2914697198
516	0.2911606391
517	0.2907173843
518	0.2902751255
519	0.2897676017
520	0.289393059
521	0.2888876826
522	0.2883835354
523	0.2878806141
524	0.28744453
525	0.2869438908
526	0.2865747141
527	0.2860761878
528	0.2857586007
529	0.2854092264
530	0.2850605035
531	0.2847297943
532	0.2842357443
533	0.2839723206
534	0.2834801066
535	0.2831847275
536	0.282694421
537	0.282462922
538	0.2819743624
539	0.2816490219
540	0.2812257289
541	0.2811284461
542	0.2808356987
543	0.2805440434
544	0.2801232728
545	0.2796403688
546	0.2791586306
547	0.2786780549
548	0.2781986383
549	0.2777203776
550	0.2774653539
551	0.2769888607
552	0.2766552896
553	0.2761807476
554	0.2757073477
555	0.2752350867
556	0.2747639615
557	0.2742939688
558	0.2738251055
559	0.2734805635
560	0.2731525233
561	0.2728257273
562	0.27236039
563	0.272066302
564	0.2717407902
565	0.2712780553
566	0.2710011225
567	0.2705401598
568	0.2700803011
569	0.2696215432
570	0.2693316648
571	0.2688746986
572	0.268418825
573	0.2679640411
574	0.2675103437
575	0.2670577297
576	0.2666822565
577	0.2662915745
578	0.2659009873
579	0.2654522131
580	0.2650641669
581	0.2646173871
582	0.2641716714
583	0.2638425316
584	0.2633986601
585	0.2629558446
586	0.2625140819
587	0.2620733691
588	0.2616337034
589	0.2614285372
590	0.2610639973
591	0.2606267281
592	0.2601904962
593	0.2597552987
594	0.2593211328
595	0.2588879956
596	0.2585131284
597	0.2580819047
598	0.2576517014
599	0.2572948541
600	0.2568665121
601	0.2564391826
602	0.2560692405
603	0.2559237823
604	0.2557264873
605	0.255429737
606	0.2551769033
607	0.2547535633
608	0.2543312217
609	0.2539641884
610	0.2539641884
611	0.2536705305
612	0.2532507411
613	0.2530272781
614	0.2526644996
615	0.252247078
616	0.2518865911
617	0.2515413258
618	0.2511816567
619	0.2509618937
620	0.2505484744
621	0.2501360257
622	0.2497942747
623	0.2496883988
624	0.249332587
625	0.2489229913
626	0.2485143556
627	0.2481066772
628	0.2480782544
629	0.2476715969
630	0.2473200565
631	0.2469151737
632	0.2465112376
633	0.2461621241
634	0.2457599484
635	0.2454128535
636	0.2450124277
637	0.2446129363
638	0.244403185
639	0.2440051147
640	0.2436079724
641	0.2432117555
642	0.2430050758
643	0.24267756
644	0.2423507173
645	0.2422711667
646	0.2419308448
647	0.2416055084
648	0.2413480201
649	0.2409570618
650	0.2405670117
651	0.2401778672
652	0.2397896259
653	0.2395203538
654	0.2391854161
655	0.2388514365
656	0.2385178822
657	0.238237404
658	0.2378536611
659	0.2376141601
660	0.2373486437
661	0.2369669578
662	0.2366514392
663	0.236271365
664	0.2359430766
665	0.2355646385
666	0.2351870739
667	0.2348610212
668	0.2344850796
669	0.2342117351
670	0.2339915463
671	0.233617609
672	0.2332947618
673	0.2329224288
674	0.2327035482
675	0.2324849981
676	0.2322140379
677	0.2318441904
678	0.2314751926
679	0.2312809232
680	0.2309132186
681	0.2306343197
682	0.2304195534
683	0.2301407739
684	0.2298879109
685	0.2296729468
686	0.2293583073
687	0.2289950111
688	0.2287440891
689	0.2284313537
690	0.2280701792
691	0.2277098306
692	0.2273503056
693	0.227040403
694	0.2266824072
695	0.2265188399
696	0.226210842
697	0.2258547392
698	0.2256931212
699	0.2254351609
700	0.2252266534
701	0.2249212937
702	0.2246770598
703	0.2243244521
704	0.2239726467
705	0.2237176899
706	0.2233672648
707	0.2230656677
708	0.2228855374
709	0.2225370032
710	0.2222495128
711	0.2220673626
712	0.2217206848
713	0.2215176894
714	0.2214532933
715	0.221108007
716	0.220763503
717	0.2205500569
718	0.2203010224
719	0.2200416724
720	0.2198056083
721	0.2194640528
722	0.2193309943
723	0.2190371186
724	0.2188158549
725	0.2185818254
726	0.2182430348
727	0.2179050087
728	0.217567745
729	0.2172312416
730	0.2169879184
731	0.2166985177
732	0.2163639728
733	0.2160763218
734	0.215743177
735	0.2154107814
736	0.2151828474
737	0.2148517112
738	0.2146241822
739	0.2143518503
740	0.2140225797
741	0.2137825228
742	0.213454529
743	0.2131272703
744	0.2128457132
745	0.2126099044
746	0.2122845377
747	0.2119598989
748	0.2116359861
749	0.2113576477
750	0.2110798797
751	0.2107579334
752	0.2104367057
753	0.2101161948
754	0.2097963986
755	0.2095645769
756	0.2094916121
757	0.209217524
758	0.2090528069
759	0.2088345533
760	0.2086055738
761	0.2082891432
762	0.2079734163
763	0.2076583912
764	0.2073440661
765	0.2070304389
766	0.2067175079
767	0.2064052711
768	0.2061914238
769	0.2058803535
770	0.2056249078
771	0.2053150923
772	0.2050486571
773	0.204740117
774	0.2044322594
775	0.2041250823
776	0.2038185839
777	0.2035127624
778	0.2032076159
779	0.2030525629
780	0.2028560364
781	0.2025523388
782	0.2023451702
783	0.2020963505
784	0.2017943268
785	0.2016784804
786	0.2013773764
787	0.2010769348
788	0.2008592975
789	0.2007049844
790	0.2005002439
791	0.2002548638
792	0.1999982623
793	0.1997008504
794	0.1994040909
795	0.1991079822
796	0.1989062733
797	0.1986112556
798	0.198316884
799	0.1980231567
800	0.1978544895
801	0.1975617737
802	0.1973735575
803	0.1970818928
804	0.1968724769
805	0.1966736706
806	0.1965245408
807	0.1962347302
808	0.1960370667
809	0.1957483193
810	0.1954602012
811	0.1951727106
812	0.1950266599
813	0.1947401132
814	0.1944924283
815	0.1942973763
816	0.1941401617
817	0.1939456884
818	0.1936614915
819	0.193455616
820	0.193172483
821	0.1928899644
822	0.1926080584
823	0.1923267635
824	0.1921352233
825	0.1918941953
826	0.1916144464
827	0.1914439194
828	0.1911651448
829	0.1909758738
830	0.1906981111
831	0.1904209485
832	0.1902800663
833	0.1900409166
834	0.1897651722
835	0.1894900224
836	0.1893495421
837	0.189075288
838	0.1888789192
839	0.1886056789
840	0.1883330266
841	0.1880991694
842	0.1878276066
843	0.1875566274
844	0.1873247149
845	0.1870548157
846	0.1868233724
847	0.1866685672
848	0.1864383299
849	0.186284445
850	0.1860167766
851	0.1858638481
852	0.1855970806
853	0.185330884
854	0.1851031711
855	0.1848380307
856	0.1846107391
857	0.1844216214
858	0.1841579376
859	0.1839776339
860	0.1838449905
861	0.1836945959
862	0.1834324631
863	0.1832418479
864	0.1829806796
865	0.1827200674
866	0.1825538015
867	0.182395363
868	0.1822097932
869	0.1819972314
870	0.1817387115
871	0.1814807407
872	0.1812581395
873	0.1811274438
874	0.1809071001
875	0.1806856439
876	0.1805734909
877	0.1803179922
878	0.1800630348
879	0.1798543422
880	0.1796367949
881	0.1794550927
882	0.1792019616
883	0.1789493656
884	0.1788057924
885	0.1786799437
886	0.1784284506
887	0.1782480668
888	0.1779974852
889	0.177747432
890	0.1775787343
891	0.1773295637
892	0.1770809177
893	0.1768327951
894	0.1767399204
895	0.1765709392
896	0.1764040144
897	0.1762953809
898	0.1760489099
899	0.1758821831
900	0.1756365798
901	0.1754963913
902	0.1752515973
903	0.1751438087
904	0.174899754
905	0.1746562106
906	0.1745177171
907	0.1743094793
908	0.1741453685
909	0.1739471408
910	0.1737934768
911	0.1736733879
912	0.1734324105
913	0.1731919365
914	0.1730114709
915	0.1727718754
916	0.1725327796
917	0.1722941824
918	0.1720900778
919	0.1718524031
920	0.1717639085
921	0.1715269128
922	0.1712904101
923	0.1710543992
924	0.1708188789
925	0.1705838477
926	0.1704349367
927	0.1702007026
928	0.1699669544
929	0.1698332947
930	0.1696921573
931	0.1694594633
932	0.1692272511
933	0.1689955197
934	0.1688393636
935	0.1686084347
936	0.1684528578
937	0.1683514791
938	0.1681215584
939	0.1679343167
940	0.1677052571
941	0.1674766701
942	0.1672485545
943	0.1670535647
944	0.1669002773
945	0.1666733495
946	0.166488147
947	0.1662949133
948	0.1660692312
949	0.165876379
950	0.1656515573
951	0.1654271973
952	0.1652032978
953	0.1650123689
954	0.1647893203
955	0.1645667289
956	0.1643445934
957	0.1641229127
958	0.1639016857
959	0.1636809112
960	0.1635324493
961	0.1633124296
962	0.1630928592
963	0.1629688564
964	0.1627499873
965	0.1625634476
966	0.1624319459
967	0.1622743205
968	0.1620882145
969	0.1618711406
970	0.1616545086
971	0.1614681463
972	0.1612838821
973	0.1610684445
974	0.1608849025
975	0.1607555974
976	0.1606113836
977	0.1603973118
978	0.1601836742
979	0.1600250057
980	0.1598433469
981	0.159630832
982	0.1594187474
983	0.159207092
984	0.1590739216
985	0.1588629635
986	0.1586524319
987	0.1584423255
988	0.1582933069
989	0.1581147023
990	0.1579895314
991	0.15786267
992	0.1577455781
993	0.1575373016
994	0.1573294447
995	0.1571525488
996	0.1569454665
997	0.1567388006
998	0.1566145788
999	0.1564085784
